Session ID,Cumulative Games,Games Simulated in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase),Session CI Left,Session CI Right,Lifetime CI Left,Lifetime CI Right,Lifetime Mean
1989,1989000,1000,1.162,49.558,1052236.500,1071019.000,187338.000,-18782.500,1.169,50.419,542.000,533.000,94.000,9.000,49.479,49.628,49.592,49.600,49.596
1990,1990000,1000,1.162,49.557,1052742.000,1071574.000,187412.000,-18832.000,1.135,47.666,505.500,555.000,74.000,-49.500,49.478,49.627,49.592,49.600,49.596
1991,1991000,1000,1.162,49.556,1053256.500,1072130.000,187505.000,-18873.500,1.163,48.062,514.500,556.000,93.000,-41.500,49.477,49.627,49.592,49.600,49.596
1992,1992000,1000,1.162,49.558,1053833.500,1072619.000,187619.000,-18785.500,1.180,54.128,577.000,489.000,114.000,88.000,49.480,49.629,49.592,49.600,49.596
1993,1993000,1000,1.162,49.558,1054363.000,1073151.000,187712.000,-18788.000,1.155,49.882,529.500,532.000,93.000,-2.500,49.480,49.629,49.592,49.600,49.596
1994,1994000,1000,1.162,49.558,1054874.500,1073699.000,187821.000,-18824.500,1.169,48.277,511.500,548.000,109.000,-36.500,49.479,49.628,49.592,49.600,49.596
1995,1995000,1000,1.162,49.558,1055423.500,1074239.000,187895.000,-18815.500,1.163,50.413,549.000,540.000,74.000,9.000,49.480,49.629,49.592,49.600,49.596
1996,1996000,1000,1.162,49.560,1055993.000,1074763.000,187988.000,-18770.000,1.187,52.080,569.500,524.000,93.000,45.500,49.481,49.630,49.592,49.600,49.596
1997,1997000,1000,1.162,49.558,1056514.500,1075357.000,188069.000,-18842.500,1.196,46.750,521.500,594.000,81.000,-72.500,49.480,49.629,49.592,49.600,49.596
1998,1998000,1000,1.162,49.558,1057046.500,1075881.000,188176.000,-18834.500,1.163,50.379,532.000,524.000,107.000,8.000,49.480,49.629,49.592,49.600,49.596
1999,1999000,1000,1.162,49.560,1057615.000,1076388.000,188267.000,-18773.000,1.167,52.859,568.500,507.000,91.000,61.500,49.482,49.631,49.592,49.600,49.596
2000,2000000,1000,1.162,49.560,1058143.000,1076945.000,188347.000,-18802.000,1.165,48.664,528.000,557.000,80.000,-29.000,49.481,49.630,49.592,49.600,49.596
2001,2001000,1000,1.162,49.560,1058676.000,1077472.000,188447.000,-18796.000,1.160,50.283,533.000,527.000,100.000,6.000,49.482,49.631,49.592,49.600,49.596
2002,2002000,1000,1.162,49.560,1059194.500,1078009.000,188543.000,-18814.500,1.151,49.124,518.500,537.000,96.000,-18.500,49.481,49.630,49.592,49.600,49.596
2003,2003000,1000,1.162,49.559,1059715.000,1078560.000,188642.000,-18845.000,1.171,48.577,520.500,551.000,99.000,-30.500,49.481,49.630,49.592,49.600,49.596
2004,2004000,1000,1.162,49.559,1060249.000,1079122.000,188723.000,-18873.000,1.177,48.723,534.000,562.000,81.000,-28.000,49.481,49.629,49.592,49.600,49.596
2005,2005000,1000,1.162,49.559,1060786.000,1079668.000,188815.000,-18882.000,1.175,49.584,537.000,546.000,92.000,-9.000,49.481,49.629,49.592,49.600,49.596
2006,2006000,1000,1.162,49.559,1061311.000,1080204.000,188908.000,-18893.000,1.154,49.482,525.000,536.000,93.000,-11.000,49.481,49.629,49.592,49.600,49.596
2007,2007000,1000,1.162,49.559,1061854.000,1080737.000,188999.000,-18883.000,1.167,50.465,543.000,533.000,91.000,10.000,49.481,49.630,49.592,49.600,49.596
2008,2008000,1000,1.162,49.560,1062399.500,1081265.000,189089.000,-18865.500,1.163,50.815,545.500,528.000,90.000,17.500,49.482,49.630,49.592,49.600,49.596
2009,2009000,1000,1.162,49.562,1062970.000,1081769.000,189195.000,-18799.000,1.181,53.094,570.500,504.000,106.000,66.500,49.483,49.632,49.592,49.600,49.596
2010,2010000,1000,1.162,49.561,1063474.000,1082318.000,189295.000,-18844.000,1.153,47.863,504.000,549.000,100.000,-45.000,49.483,49.631,49.592,49.600,49.596
2011,2011000,1000,1.162,49.562,1064034.500,1082847.000,189373.000,-18812.500,1.167,51.446,560.500,529.000,78.000,31.500,49.484,49.632,49.592,49.600,49.596
2012,2012000,1000,1.162,49.561,1064523.000,1083400.000,189495.000,-18877.000,1.163,46.904,488.500,553.000,122.000,-64.500,49.482,49.631,49.592,49.600,49.596
2013,2013000,1000,1.162,49.562,1065085.500,1083910.000,189596.000,-18824.500,1.173,52.448,562.500,510.000,101.000,52.500,49.484,49.632,49.592,49.600,49.596
2014,2014000,1000,1.162,49.562,1065630.000,1084460.000,189666.000,-18830.000,1.165,49.749,544.500,550.000,70.000,-5.500,49.484,49.632,49.592,49.600,49.596
2015,2015000,1000,1.162,49.563,1066178.000,1084974.000,189767.000,-18796.000,1.163,51.601,548.000,514.000,101.000,34.000,49.485,49.633,49.592,49.600,49.596
2016,2016000,1000,1.162,49.563,1066710.500,1085515.000,189852.000,-18804.500,1.159,49.604,532.500,541.000,85.000,-8.500,49.485,49.633,49.592,49.599,49.596
2017,2017000,1000,1.162,49.563,1067232.000,1086056.000,189944.000,-18824.000,1.155,49.082,521.500,541.000,92.000,-19.500,49.485,49.633,49.592,49.599,49.596
2018,2018000,1000,1.162,49.563,1067752.000,1086570.000,190052.000,-18818.000,1.142,50.290,520.000,514.000,108.000,6.000,49.485,49.633,49.592,49.599,49.596
2019,2019000,1000,1.162,49.563,1068262.000,1087121.000,190150.000,-18859.000,1.159,48.068,510.000,551.000,98.000,-41.000,49.484,49.633,49.592,49.599,49.596
2020,2020000,1000,1.162,49.563,1068814.000,1087661.000,190227.000,-18847.000,1.169,50.549,552.000,540.000,77.000,12.000,49.485,49.633,49.592,49.599,49.596
2021,2021000,1000,1.162,49.563,1069340.500,1088209.000,190325.000,-18868.500,1.173,49.000,526.500,548.000,98.000,-21.500,49.485,49.633,49.592,49.599,49.596
2022,2022000,1000,1.162,49.563,1069888.500,1088738.000,190419.000,-18849.500,1.171,50.882,548.000,529.000,94.000,19.000,49.485,49.633,49.592,49.599,49.596
2023,2023000,1000,1.162,49.564,1070437.000,1089264.000,190516.000,-18827.000,1.171,51.047,548.500,526.000,97.000,22.500,49.486,49.634,49.592,49.599,49.596
2024,2024000,1000,1.162,49.564,1070960.000,1089802.000,190606.000,-18842.000,1.151,49.293,523.000,538.000,90.000,-15.000,49.486,49.634,49.592,49.599,49.596
2025,2025000,1000,1.162,49.565,1071512.000,1090331.000,190688.000,-18819.000,1.163,51.064,552.000,529.000,82.000,23.000,49.487,49.635,49.592,49.599,49.596
2026,2026000,1000,1.162,49.566,1072074.000,1090840.000,190783.000,-18766.000,1.166,52.474,562.000,509.000,95.000,53.000,49.488,49.636,49.592,49.599,49.596
2027,2027000,1000,1.162,49.566,1072603.000,1091379.000,190871.000,-18776.000,1.156,49.532,529.000,539.000,88.000,-10.000,49.488,49.636,49.592,49.599,49.596
2028,2028000,1000,1.162,49.566,1073115.500,1091924.000,190964.000,-18808.500,1.151,48.463,512.500,545.000,93.000,-32.500,49.488,49.636,49.592,49.599,49.596
2029,2029000,1000,1.162,49.565,1073633.000,1092467.000,191076.000,-18834.000,1.173,48.798,517.500,543.000,112.000,-25.500,49.487,49.635,49.592,49.599,49.596
2030,2030000,1000,1.162,49.566,1074170.000,1092986.000,191177.000,-18816.000,1.157,50.852,537.000,519.000,101.000,18.000,49.488,49.636,49.592,49.599,49.596
2031,2031000,1000,1.162,49.566,1074708.000,1093516.000,191277.000,-18808.000,1.168,50.375,538.000,530.000,100.000,8.000,49.488,49.636,49.592,49.599,49.596
2032,2032000,1000,1.162,49.568,1075288.500,1094031.000,191362.000,-18742.500,1.181,52.990,580.500,515.000,85.000,65.500,49.490,49.638,49.592,49.599,49.596
2033,2033000,1000,1.162,49.567,1075784.000,1094580.000,191478.000,-18796.000,1.161,47.439,495.500,549.000,116.000,-53.500,49.489,49.637,49.592,49.599,49.595
2034,2034000,1000,1.162,49.567,1076331.500,1095116.000,191567.000,-18784.500,1.173,50.531,547.500,536.000,89.000,11.500,49.490,49.637,49.592,49.599,49.595
2035,2035000,1000,1.162,49.566,1076836.000,1095677.000,191665.000,-18841.000,1.163,47.349,504.500,561.000,98.000,-56.500,49.489,49.636,49.592,49.599,49.595
2036,2036000,1000,1.162,49.567,1077362.000,1096200.000,191780.000,-18838.000,1.164,50.143,526.000,523.000,115.000,3.000,49.489,49.636,49.592,49.599,49.595
2037,2037000,1000,1.162,49.566,1077874.000,1096745.000,191885.000,-18871.000,1.162,48.439,512.000,545.000,105.000,-33.000,49.488,49.636,49.592,49.599,49.595
2038,2038000,1000,1.162,49.566,1078400.000,1097273.000,191986.000,-18873.000,1.155,49.905,526.000,528.000,101.000,-2.000,49.489,49.636,49.592,49.599,49.595
2039,2039000,1000,1.162,49.567,1078945.000,1097801.000,192069.000,-18856.000,1.156,50.792,545.000,528.000,83.000,17.000,49.489,49.637,49.592,49.599,49.595
2040,2040000,1000,1.162,49.566,1079441.000,1098336.000,192166.000,-18895.000,1.128,48.109,496.000,535.000,97.000,-39.000,49.488,49.636,49.592,49.599,49.595
2041,2041000,1000,1.162,49.566,1079971.500,1098872.000,192264.000,-18900.500,1.165,49.742,530.500,536.000,98.000,-5.500,49.489,49.636,49.592,49.599,49.595
2042,2042000,1000,1.162,49.566,1080491.500,1099418.000,192351.000,-18926.500,1.153,48.780,520.000,546.000,87.000,-26.000,49.488,49.635,49.592,49.599,49.595
2043,2043000,1000,1.162,49.565,1081016.500,1099976.000,192441.000,-18959.500,1.173,48.476,525.000,558.000,90.000,-33.000,49.488,49.635,49.592,49.599,49.595
2044,2044000,1000,1.162,49.566,1081568.500,1100515.000,192518.000,-18946.500,1.168,50.596,552.000,539.000,77.000,13.000,49.488,49.635,49.592,49.599,49.595
2045,2045000,1000,1.162,49.567,1082116.000,1101025.000,192619.000,-18909.000,1.159,51.773,547.500,510.000,101.000,37.500,49.489,49.636,49.592,49.599,49.595
