Session ID,Cumulative Games,Games Simulated in Session,Games Played in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase)
1,1000,1000,60.0,1.375,50.588,645.0,630.0,100.0,15.0,1.375,50.588,645.0,630.0,100.0,15.0
2,2000,1000,191.0,2.98,49.453,2710.0,2770.0,480.0,-60.0,4.585,49.108,2065.0,2140.0,380.0,-75.0
3,3000,1000,103.0,2.655,51.12,3765.0,3600.0,600.0,165.0,2.005,55.968,1055.0,830.0,120.0,225.0
4,4000,1000,126.0,2.691,52.56,5185.0,4680.0,900.0,505.0,2.8,56.8,1420.0,1080.0,300.0,340.0
5,5000,1000,142.0,2.784,52.075,6650.0,6120.0,1150.0,530.0,3.155,50.43,1465.0,1440.0,250.0,25.0
6,6000,1000,82.0,2.614,52.061,7515.0,6920.0,1250.0,595.0,1.765,51.952,865.0,800.0,100.0,65.0
7,7000,1000,175.0,2.828,53.028,9675.0,8570.0,1550.0,1105.0,4.11,56.693,2160.0,1650.0,300.0,510.0
8,8000,1000,173.0,2.954,54.287,11840.0,9970.0,1820.0,1870.0,3.835,60.729,2165.0,1400.0,270.0,765.0
9,9000,1000,148.0,3.026,53.635,13465.0,11640.0,2130.0,1825.0,3.605,49.317,1625.0,1670.0,310.0,-45.0
10,10000,1000,73.0,2.853,53.365,14075.0,12300.0,2160.0,1775.0,1.3,48.031,610.0,660.0,30.0,-50.0
11,11000,1000,114.0,2.752,52.449,14670.0,13300.0,2300.0,1370.0,1.735,37.304,595.0,1000.0,140.0,-405.0
12,12000,1000,86.0,2.646,52.317,15295.0,13940.0,2520.0,1355.0,1.485,49.407,625.0,640.0,220.0,-15.0
13,13000,1000,129.0,2.673,52.232,16675.0,15250.0,2830.0,1425.0,3.0,51.301,1380.0,1310.0,310.0,70.0
14,14000,1000,108.0,2.632,52.005,17575.0,16220.0,3050.0,1355.0,2.09,48.128,900.0,970.0,220.0,-70.0
15,15000,1000,104.0,2.574,52.174,18480.0,16940.0,3190.0,1540.0,1.765,55.692,905.0,720.0,140.0,185.0
16,16000,1000,171.0,2.742,52.041,20975.0,19330.0,3570.0,1645.0,5.265,51.075,2495.0,2390.0,380.0,105.0
