Session ID,Cumulative Games,Games Simulated in Session,Games Played in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase)
79,79000,1000,320.0,10.061,49.997,362260.0,362310.0,70260.0,-50.0,14.415,46.466,6015.0,6930.0,1470.0,-915.0
80,80000,1000,265.0,10.047,50.074,367050.0,365970.0,70760.0,1080.0,8.95,56.686,4790.0,3660.0,500.0,1130.0
81,81000,1000,239.0,10.032,50.121,371410.0,369620.0,71580.0,1790.0,8.83,54.432,4360.0,3650.0,820.0,710.0
82,82000,1000,266.0,10.009,50.129,375310.0,373380.0,72050.0,1930.0,8.13,50.914,3900.0,3760.0,470.0,140.0
83,83000,1000,293.0,10.028,50.123,380565.0,378700.0,73100.0,1865.0,11.625,49.693,5255.0,5320.0,1050.0,-65.0
84,84000,1000,237.0,10.01,50.11,384360.0,382680.0,73800.0,1680.0,8.475,48.81,3795.0,3980.0,700.0,-185.0
85,85000,1000,184.0,9.965,50.14,387370.0,385200.0,74470.0,2170.0,6.2,54.43,3010.0,2520.0,670.0,490.0
86,86000,1000,312.0,9.98,50.158,392580.0,390100.0,75620.0,2480.0,11.26,51.533,5210.0,4900.0,1150.0,310.0
87,87000,1000,267.0,9.995,50.171,397785.0,395070.0,76710.0,2715.0,11.265,51.155,5205.0,4970.0,1090.0,235.0
88,88000,1000,331.0,10.019,50.104,402895.0,401230.0,77560.0,1665.0,12.12,45.342,5110.0,6160.0,850.0,-1050.0
89,89000,1000,239.0,10.01,50.164,407620.0,404960.0,78280.0,2660.0,9.175,55.884,4725.0,3730.0,720.0,995.0
90,90000,1000,252.0,10.029,50.152,412805.0,410310.0,79530.0,2495.0,11.785,49.217,5185.0,5350.0,1250.0,-165.0
91,91000,1000,253.0,10.017,50.185,417055.0,413980.0,80490.0,3075.0,8.88,53.662,4250.0,3670.0,960.0,580.0
92,92000,1000,293.0,10.066,50.125,423315.0,421210.0,81530.0,2105.0,14.53,46.405,6260.0,7230.0,1040.0,-970.0
93,93000,1000,434.0,10.172,50.087,432055.0,430560.0,83380.0,1495.0,19.94,48.314,8740.0,9350.0,1850.0,-610.0
94,94000,1000,279.0,10.174,50.08,436720.0,435330.0,84330.0,1390.0,10.385,49.444,4665.0,4770.0,950.0,-105.0
95,95000,1000,205.0,10.135,50.106,439885.0,438030.0,84910.0,1855.0,6.445,53.964,3165.0,2700.0,580.0,465.0
96,96000,1000,202.0,10.118,50.184,444335.0,441070.0,85910.0,3265.0,8.49,59.413,4450.0,3040.0,1000.0,1410.0
97,97000,1000,242.0,10.118,50.172,448890.0,445810.0,86730.0,3080.0,10.115,49.005,4555.0,4740.0,820.0,-185.0
98,98000,1000,336.0,10.203,50.121,457060.0,454860.0,87950.0,2200.0,18.44,47.445,8170.0,9050.0,1220.0,-880.0
99,99000,1000,138.0,10.163,50.19,460685.0,457200.0,88290.0,3485.0,6.305,60.771,3625.0,2340.0,340.0,1285.0
100,100000,1000,215.0,10.133,50.23,464280.0,460030.0,88970.0,4250.0,7.105,55.953,3595.0,2830.0,680.0,765.0
