Session ID,Cumulative Games,Games Simulated in Session,Games Played in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase)
59,59000,1000,217.0,4.405,51.377,121810.0,115280.0,22810.0,6530.0,5.01,57.356,2690.0,2000.0,320.0,690.0
60,60000,1000,121.0,4.394,51.35,123440.0,116950.0,23250.0,6490.0,3.74,49.394,1630.0,1670.0,440.0,-40.0
61,61000,1000,134.0,4.371,51.306,124730.0,118380.0,23520.0,6350.0,2.99,47.426,1290.0,1430.0,270.0,-140.0
62,62000,1000,160.0,4.363,51.355,126665.0,119980.0,23860.0,6685.0,3.875,54.738,1935.0,1600.0,340.0,335.0
63,63000,1000,156.0,4.353,51.265,128260.0,121930.0,24050.0,6330.0,3.735,44.993,1595.0,1950.0,190.0,-355.0
64,64000,1000,149.0,4.344,51.195,129895.0,123830.0,24270.0,6065.0,3.755,46.252,1635.0,1900.0,220.0,-265.0
65,65000,1000,204.0,4.378,51.325,133185.0,126310.0,25060.0,6875.0,6.56,57.019,3290.0,2480.0,790.0,810.0
66,66000,1000,103.0,4.346,51.292,134210.0,127450.0,25200.0,6760.0,2.305,47.344,1025.0,1140.0,140.0,-115.0
67,67000,1000,123.0,4.334,51.367,136105.0,128860.0,25400.0,7245.0,3.505,57.337,1895.0,1410.0,200.0,485.0
68,68000,1000,100.0,4.296,51.339,136880.0,129740.0,25540.0,7140.0,1.795,46.828,775.0,880.0,140.0,-105.0
69,69000,1000,116.0,4.27,51.36,138075.0,130760.0,25800.0,7315.0,2.475,53.95,1195.0,1020.0,260.0,175.0
70,70000,1000,165.0,4.264,51.38,140010.0,132490.0,25990.0,7520.0,3.855,52.797,1935.0,1730.0,190.0,205.0
71,71000,1000,156.0,4.257,51.284,141535.0,134450.0,26250.0,7085.0,3.745,43.759,1525.0,1960.0,260.0,-435.0
72,72000,1000,160.0,4.25,51.286,143285.0,136100.0,26640.0,7185.0,3.79,51.471,1750.0,1650.0,390.0,100.0
73,73000,1000,154.0,4.249,51.236,144985.0,137990.0,27180.0,6995.0,4.13,47.354,1700.0,1890.0,540.0,-190.0
74,74000,1000,136.0,4.236,51.183,146365.0,139600.0,27480.0,6765.0,3.29,46.154,1380.0,1610.0,300.0,-230.0
75,75000,1000,236.0,4.259,51.199,149250.0,142260.0,27930.0,6990.0,5.995,52.029,2885.0,2660.0,450.0,225.0
76,76000,1000,195.0,4.278,51.116,151600.0,144980.0,28570.0,6620.0,5.71,46.351,2350.0,2720.0,640.0,-370.0
77,77000,1000,190.0,4.288,51.156,154125.0,147160.0,28910.0,6965.0,5.045,53.666,2525.0,2180.0,340.0,345.0
78,78000,1000,124.0,4.263,51.211,155355.0,148010.0,29150.0,7345.0,2.32,59.135,1230.0,850.0,240.0,380.0
79,79000,1000,180.0,4.25,51.198,156820.0,149480.0,29480.0,7340.0,3.265,49.915,1465.0,1470.0,330.0,-5.0
80,80000,1000,182.0,4.255,51.252,159190.0,151410.0,29760.0,7780.0,4.58,55.116,2370.0,1930.0,280.0,440.0
81,81000,1000,120.0,4.238,51.166,160285.0,152980.0,30000.0,7305.0,2.905,41.088,1095.0,1570.0,240.0,-475.0
82,82000,1000,89.0,4.213,51.169,161330.0,153960.0,30180.0,7370.0,2.205,51.605,1045.0,980.0,180.0,65.0
83,83000,1000,193.0,4.223,51.068,163300.0,156470.0,30750.0,6830.0,5.05,43.973,1970.0,2510.0,570.0,-540.0
84,84000,1000,185.0,4.228,51.107,165685.0,158510.0,30990.0,7175.0,4.665,53.898,2385.0,2040.0,240.0,345.0
85,85000,1000,157.0,4.236,51.286,168520.0,160070.0,31500.0,8450.0,4.905,64.505,2835.0,1560.0,510.0,1275.0
86,86000,1000,123.0,4.225,51.276,170065.0,161600.0,31680.0,8465.0,3.255,50.244,1545.0,1530.0,180.0,15.0
87,87000,1000,259.0,4.263,51.228,173375.0,165060.0,32450.0,8315.0,7.54,48.892,3310.0,3460.0,770.0,-150.0
88,88000,1000,165.0,4.257,51.217,175040.0,166720.0,32820.0,8320.0,3.695,50.075,1665.0,1660.0,370.0,5.0
89,89000,1000,165.0,4.264,51.147,177085.0,169140.0,33280.0,7945.0,4.925,45.801,2045.0,2420.0,460.0,-375.0
90,90000,1000,158.0,4.251,51.172,178590.0,170410.0,33630.0,8180.0,3.125,54.234,1505.0,1270.0,350.0,235.0
91,91000,1000,198.0,4.254,51.144,180575.0,172500.0,34010.0,8075.0,4.455,48.712,1985.0,2090.0,380.0,-105.0
92,92000,1000,125.0,4.231,51.133,181565.0,173520.0,34190.0,8045.0,2.19,49.254,990.0,1020.0,180.0,-30.0
93,93000,1000,148.0,4.216,51.082,182765.0,175020.0,34330.0,7745.0,2.84,44.444,1200.0,1500.0,140.0,-300.0
94,94000,1000,193.0,4.226,51.047,184935.0,177350.0,34920.0,7585.0,5.09,48.222,2170.0,2330.0,590.0,-160.0
95,95000,1000,105.0,4.208,51.061,186095.0,178360.0,35310.0,7735.0,2.56,53.456,1160.0,1010.0,390.0,150.0
96,96000,1000,250.0,4.239,51.073,189505.0,181540.0,35880.0,7965.0,7.16,51.745,3410.0,3180.0,570.0,230.0
97,97000,1000,243.0,4.27,51.041,192890.0,185020.0,36290.0,7870.0,7.275,49.308,3385.0,3480.0,410.0,-95.0
98,98000,1000,135.0,4.256,51.032,194245.0,186390.0,36490.0,7855.0,2.925,49.725,1355.0,1370.0,200.0,-15.0
99,99000,1000,197.0,4.266,50.982,196405.0,188840.0,37070.0,7565.0,5.19,46.855,2160.0,2450.0,580.0,-290.0
100,100000,1000,181.0,4.263,50.93,198115.0,190880.0,37290.0,7235.0,3.97,45.6,1710.0,2040.0,220.0,-330.0
