Session ID,Cumulative Games,Games Simulated in Session,Games Played in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase)
70,70000,1000,96.0,3.85,50.284,123050.0,121660.0,24800.0,1390.0,1.94,58.182,960.0,690.0,290.0,270.0
71,71000,1000,217.0,3.876,50.248,125700.0,124460.0,25040.0,1240.0,5.69,48.624,2650.0,2800.0,240.0,-150.0
72,72000,1000,165.0,3.879,50.176,127445.0,126550.0,25300.0,895.0,4.095,45.502,1745.0,2090.0,260.0,-345.0
73,73000,1000,105.0,3.862,50.166,128590.0,127740.0,25570.0,850.0,2.605,49.036,1145.0,1190.0,270.0,-45.0
74,74000,1000,207.0,3.876,50.32,131250.0,129580.0,26020.0,1670.0,4.95,59.111,2660.0,1840.0,450.0,820.0
75,75000,1000,114.0,3.857,50.394,132585.0,130510.0,26200.0,2075.0,2.445,58.94,1335.0,930.0,180.0,405.0
76,76000,1000,203.0,3.888,50.385,135490.0,133420.0,26560.0,2070.0,6.175,49.957,2905.0,2910.0,360.0,-5.0
77,77000,1000,190.0,3.895,50.298,137295.0,135670.0,26980.0,1625.0,4.475,44.513,1805.0,2250.0,420.0,-445.0
78,78000,1000,162.0,3.881,50.316,138670.0,136930.0,27110.0,1740.0,2.765,52.182,1375.0,1260.0,130.0,115.0
79,79000,1000,88.0,3.857,50.29,139530.0,137920.0,27250.0,1610.0,1.99,46.486,860.0,990.0,140.0,-130.0
80,80000,1000,60.0,3.831,50.356,140535.0,138550.0,27380.0,1985.0,1.765,61.468,1005.0,630.0,130.0,375.0
81,81000,1000,260.0,3.865,50.289,143330.0,141680.0,28060.0,1650.0,6.605,47.173,2795.0,3130.0,680.0,-335.0
82,82000,1000,143.0,3.852,50.377,144840.0,142670.0,28380.0,2170.0,2.82,60.4,1510.0,990.0,320.0,520.0
