Session ID,Cumulative Games,Games Simulated in Session,Games Played in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase)
52,52000,1000,208.0,12.247,50.505,295195.0,289290.0,52340.0,5905.0,8.18,54.987,4190.0,3430.0,560.0,760.0
53,53000,1000,311.0,12.253,50.414,300480.0,295550.0,53380.0,4930.0,12.585,45.777,5285.0,6260.0,1040.0,-975.0
54,54000,1000,278.0,12.201,50.44,304955.0,299630.0,54290.0,5325.0,9.465,52.309,4475.0,4080.0,910.0,395.0
55,55000,1000,342.0,12.272,50.415,312295.0,307150.0,55530.0,5145.0,16.1,49.394,7340.0,7520.0,1240.0,-180.0
56,56000,1000,269.0,12.229,50.457,317070.0,311330.0,56450.0,5740.0,9.875,53.322,4775.0,4180.0,920.0,595.0
57,57000,1000,291.0,12.228,50.429,322460.0,316970.0,57570.0,5490.0,12.15,48.867,5390.0,5640.0,1120.0,-250.0
58,58000,1000,287.0,12.265,50.438,329345.0,323630.0,58400.0,5715.0,14.375,50.831,6885.0,6660.0,830.0,225.0
59,59000,1000,298.0,12.228,50.472,334235.0,327980.0,59240.0,6255.0,10.08,52.922,4890.0,4350.0,840.0,540.0
60,60000,1000,306.0,12.264,50.485,340915.0,334360.0,60580.0,6555.0,14.4,51.149,6680.0,6380.0,1340.0,300.0
61,61000,1000,260.0,12.209,50.473,345135.0,338660.0,60980.0,6475.0,8.92,49.531,4220.0,4300.0,400.0,-80.0
62,62000,1000,258.0,12.171,50.491,349870.0,343070.0,61690.0,6800.0,9.855,51.777,4735.0,4410.0,710.0,325.0
63,63000,1000,256.0,12.176,50.518,355755.0,348460.0,62850.0,7295.0,12.435,52.195,5885.0,5390.0,1160.0,495.0
64,64000,1000,206.0,12.101,50.476,358860.0,352090.0,63520.0,6770.0,7.405,46.102,3105.0,3630.0,670.0,-525.0
65,65000,1000,302.0,12.11,50.465,364870.0,358140.0,64140.0,6730.0,12.68,49.834,6010.0,6050.0,620.0,-40.0
66,66000,1000,300.0,12.105,50.448,370055.0,363480.0,65410.0,6575.0,11.795,49.264,5185.0,5340.0,1270.0,-155.0
67,67000,1000,273.0,12.087,50.475,375385.0,368320.0,66110.0,7065.0,10.87,52.409,5330.0,4840.0,700.0,490.0
68,68000,1000,194.0,12.038,50.516,379710.0,371960.0,66930.0,7750.0,8.785,54.3,4325.0,3640.0,820.0,685.0
69,69000,1000,220.0,11.974,50.578,383660.0,374890.0,67680.0,8770.0,7.63,57.413,3950.0,2930.0,750.0,1020.0
70,70000,1000,329.0,11.996,50.56,389880.0,381240.0,68570.0,8640.0,13.46,49.483,6220.0,6350.0,890.0,-130.0
71,71000,1000,223.0,11.976,50.521,394545.0,386410.0,69320.0,8135.0,10.585,47.433,4665.0,5170.0,750.0,-505.0
72,72000,1000,245.0,11.931,50.504,398570.0,390620.0,69820.0,7950.0,8.735,48.877,4025.0,4210.0,500.0,-185.0
73,73000,1000,312.0,11.963,50.506,404990.0,396870.0,71410.0,8120.0,14.26,50.671,6420.0,6250.0,1590.0,170.0
74,74000,1000,279.0,11.966,50.539,411010.0,402250.0,72200.0,8760.0,12.19,52.807,6020.0,5380.0,790.0,640.0
75,75000,1000,274.0,12.009,50.514,417840.0,409330.0,73490.0,8510.0,15.2,49.101,6830.0,7080.0,1290.0,-250.0
76,76000,1000,327.0,12.039,50.593,424960.0,414990.0,75000.0,9970.0,14.29,55.712,7120.0,5660.0,1510.0,1460.0
77,77000,1000,219.0,12.014,50.524,429140.0,420240.0,75710.0,8900.0,10.14,44.327,4180.0,5250.0,710.0,-1070.0
78,78000,1000,245.0,11.995,50.512,433985.0,425180.0,76410.0,8805.0,10.485,49.515,4845.0,4940.0,700.0,-95.0
79,79000,1000,323.0,12.021,50.483,440445.0,432010.0,77180.0,8435.0,14.06,48.608,6460.0,6830.0,770.0,-370.0
80,80000,1000,270.0,11.997,50.469,445155.0,436890.0,77740.0,8265.0,10.15,49.114,4710.0,4880.0,560.0,-170.0
81,81000,1000,325.0,12.007,50.492,451170.0,442380.0,78980.0,8790.0,12.745,52.282,6015.0,5490.0,1240.0,525.0
82,82000,1000,338.0,12.05,50.466,458320.0,449850.0,79950.0,8470.0,15.59,48.906,7150.0,7470.0,970.0,-320.0
83,83000,1000,314.0,12.07,50.396,464075.0,456790.0,80970.0,7285.0,13.715,45.333,5755.0,6940.0,1020.0,-1185.0
84,84000,1000,318.0,12.134,50.35,471595.0,465030.0,82620.0,6565.0,17.41,47.716,7520.0,8240.0,1650.0,-720.0
85,85000,1000,306.0,12.132,50.29,476580.0,471090.0,83550.0,5490.0,11.975,45.134,4985.0,6060.0,930.0,-1075.0
86,86000,1000,287.0,12.113,50.342,481945.0,475400.0,84360.0,6545.0,10.485,55.452,5365.0,4310.0,810.0,1055.0
87,87000,1000,345.0,12.117,50.377,487940.0,480640.0,85640.0,7300.0,12.515,53.36,5995.0,5240.0,1280.0,755.0
88,88000,1000,273.0,12.108,50.389,493135.0,485530.0,86820.0,7605.0,11.265,51.512,5195.0,4890.0,1180.0,305.0
89,89000,1000,234.0,12.063,50.368,496740.0,489490.0,87340.0,7250.0,8.085,47.654,3605.0,3960.0,520.0,-355.0
90,90000,1000,296.0,12.079,50.378,503005.0,495460.0,88620.0,7545.0,13.515,51.206,6265.0,5970.0,1280.0,295.0
91,91000,1000,311.0,12.118,50.284,509375.0,503630.0,89690.0,5745.0,15.61,43.81,6370.0,8170.0,1070.0,-1800.0
92,92000,1000,392.0,12.171,50.274,517335.0,511700.0,90690.0,5635.0,17.03,49.657,7960.0,8070.0,1000.0,-110.0
93,93000,1000,280.0,12.164,50.253,522445.0,517190.0,91640.0,5255.0,11.55,48.208,5110.0,5490.0,950.0,-380.0
94,94000,1000,308.0,12.146,50.196,526625.0,522510.0,92550.0,4115.0,10.41,44.0,4180.0,5320.0,910.0,-1140.0
95,95000,1000,212.0,12.138,50.228,532255.0,527420.0,93440.0,4835.0,11.43,53.416,5630.0,4910.0,890.0,720.0
96,96000,1000,267.0,12.123,50.212,536970.0,532430.0,94380.0,4540.0,10.665,48.483,4715.0,5010.0,940.0,-295.0
97,97000,1000,293.0,12.106,50.238,541945.0,536820.0,95550.0,5125.0,10.535,53.123,4975.0,4390.0,1170.0,585.0
98,98000,1000,302.0,12.124,50.077,546200.0,544530.0,97380.0,1670.0,13.795,35.562,4255.0,7710.0,1830.0,-3455.0
99,99000,1000,269.0,12.097,50.105,550920.0,548620.0,98020.0,2300.0,9.45,53.575,4720.0,4090.0,640.0,630.0
100,100000,1000,301.0,12.097,50.053,556090.0,554910.0,98740.0,1180.0,12.18,45.113,5170.0,6290.0,720.0,-1120.0
