Session ID,Cumulative Games,Games Simulated in Session,Games Played in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase)
77,77000,1000,170.0,4.002,51.001,143950.0,138300.0,25920.0,5650.0,4.395,45.322,1865.0,2250.0,280.0,-385.0
78,78000,1000,174.0,4.02,50.952,146380.0,140910.0,26270.0,5470.0,5.39,48.214,2430.0,2610.0,350.0,-180.0
79,79000,1000,213.0,4.044,50.982,149335.0,143580.0,26590.0,5755.0,5.945,52.533,2955.0,2670.0,320.0,285.0
80,80000,1000,183.0,4.055,50.886,151245.0,145980.0,27180.0,5265.0,4.9,44.316,1910.0,2400.0,590.0,-490.0
81,81000,1000,163.0,4.053,50.878,153060.0,147780.0,27430.0,5280.0,3.865,50.207,1815.0,1800.0,250.0,15.0
82,82000,1000,112.0,4.039,50.819,154220.0,149250.0,27710.0,4970.0,2.91,44.106,1160.0,1470.0,280.0,-310.0
83,83000,1000,221.0,4.056,50.892,157025.0,151520.0,28120.0,5505.0,5.485,55.271,2805.0,2270.0,410.0,535.0
84,84000,1000,190.0,4.066,50.961,159540.0,153520.0,28470.0,6020.0,4.865,55.703,2515.0,2000.0,350.0,515.0
85,85000,1000,105.0,4.039,50.975,160435.0,154300.0,28610.0,6135.0,1.815,53.433,895.0,780.0,140.0,115.0
86,86000,1000,86.0,4.015,50.994,161435.0,155140.0,28730.0,6295.0,1.96,54.348,1000.0,840.0,120.0,160.0
87,87000,1000,184.0,4.036,50.933,163990.0,157980.0,29130.0,6010.0,5.795,47.359,2555.0,2840.0,400.0,-285.0
88,88000,1000,115.0,4.022,50.958,165485.0,159260.0,29200.0,6225.0,2.845,53.874,1495.0,1280.0,70.0,215.0
89,89000,1000,138.0,4.02,50.961,167310.0,161000.0,29460.0,6310.0,3.825,51.192,1825.0,1740.0,260.0,85.0
90,90000,1000,179.0,4.025,51.017,169510.0,162750.0,29960.0,6760.0,4.45,55.696,2200.0,1750.0,500.0,450.0
91,91000,1000,239.0,4.051,50.956,172245.0,165780.0,30650.0,6465.0,6.455,47.441,2735.0,3030.0,690.0,-295.0
92,92000,1000,132.0,4.036,50.966,173580.0,167000.0,30770.0,6580.0,2.675,52.25,1335.0,1220.0,120.0,115.0
93,93000,1000,161.0,4.028,51.042,175360.0,168200.0,31090.0,7160.0,3.3,59.732,1780.0,1200.0,320.0,580.0
94,94000,1000,141.0,4.034,50.893,177005.0,170790.0,31380.0,6215.0,4.525,38.843,1645.0,2590.0,290.0,-945.0
95,95000,1000,212.0,4.045,50.887,179375.0,173120.0,31810.0,6255.0,5.13,50.426,2370.0,2330.0,430.0,40.0
96,96000,1000,229.0,4.065,50.849,182050.0,175970.0,32210.0,6080.0,5.925,48.416,2675.0,2850.0,400.0,-175.0
97,97000,1000,119.0,4.048,50.872,183280.0,177000.0,32390.0,6280.0,2.44,54.425,1230.0,1030.0,180.0,200.0
98,98000,1000,223.0,4.077,50.961,186930.0,179880.0,32710.0,7050.0,6.85,55.896,3650.0,2880.0,320.0,770.0
99,99000,1000,207.0,4.095,50.872,189475.0,182980.0,32960.0,6495.0,5.895,45.084,2545.0,3100.0,250.0,-555.0
100,100000,1000,162.0,4.085,50.818,190740.0,184600.0,33190.0,6140.0,3.115,43.847,1265.0,1620.0,230.0,-355.0
