Session ID,Cumulative Games,Games Simulated in Session,Games Played in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase)
75,75000,1000,79.0,0.888,49.996,30595.0,30600.0,5390.0,-5.0,1.11,48.624,530.0,560.0,20.0,-30.0
76,76000,1000,67.0,0.889,49.936,31050.0,31130.0,5420.0,-80.0,1.015,46.193,455.0,530.0,30.0,-75.0
77,77000,1000,13.0,0.88,49.96,31130.0,31180.0,5440.0,-50.0,0.15,61.538,80.0,50.0,20.0,30.0
78,78000,1000,94.0,0.889,49.965,31885.0,31930.0,5520.0,-45.0,1.585,50.166,755.0,750.0,80.0,5.0
79,79000,1000,44.0,0.888,50.027,32285.0,32250.0,5580.0,35.0,0.78,55.556,400.0,320.0,60.0,80.0
80,80000,1000,42.0,0.883,50.031,32550.0,32510.0,5600.0,40.0,0.545,50.476,265.0,260.0,20.0,5.0
81,81000,1000,61.0,0.883,50.148,33025.0,32830.0,5680.0,195.0,0.875,59.748,475.0,320.0,80.0,155.0
82,82000,1000,30.0,0.877,50.151,33220.0,33020.0,5700.0,200.0,0.405,50.649,195.0,190.0,20.0,5.0
83,83000,1000,59.0,0.879,50.127,33680.0,33510.0,5750.0,170.0,1.0,48.421,460.0,490.0,50.0,-30.0
84,84000,1000,56.0,0.878,50.11,34070.0,33920.0,5760.0,150.0,0.81,48.75,390.0,410.0,10.0,-20.0
85,85000,1000,45.0,0.875,50.146,34390.0,34190.0,5800.0,200.0,0.63,54.237,320.0,270.0,40.0,50.0
86,86000,1000,9.0,0.867,50.204,34490.0,34210.0,5830.0,280.0,0.15,83.333,100.0,20.0,30.0,80.0
87,87000,1000,91.0,0.872,50.186,35110.0,34850.0,5920.0,260.0,1.35,49.206,620.0,640.0,90.0,-20.0
88,88000,1000,47.0,0.871,50.283,35540.0,35140.0,5990.0,400.0,0.79,59.722,430.0,290.0,70.0,140.0
89,89000,1000,44.0,0.868,50.407,35900.0,35320.0,6050.0,580.0,0.6,66.667,360.0,180.0,60.0,180.0
90,90000,1000,65.0,0.871,50.249,36300.0,35940.0,6120.0,360.0,1.09,39.216,400.0,620.0,70.0,-220.0
91,91000,1000,32.0,0.866,50.299,36555.0,36120.0,6160.0,435.0,0.475,58.621,255.0,180.0,40.0,75.0
92,92000,1000,80.0,0.87,50.2,37005.0,36710.0,6280.0,295.0,1.16,43.269,450.0,590.0,120.0,-140.0
93,93000,1000,31.0,0.865,50.142,37180.0,36970.0,6290.0,210.0,0.445,40.23,175.0,260.0,10.0,-85.0
94,94000,1000,46.0,0.863,50.197,37525.0,37230.0,6340.0,295.0,0.655,57.025,345.0,260.0,50.0,85.0
95,95000,1000,51.0,0.862,50.182,37885.0,37610.0,6350.0,275.0,0.75,48.649,360.0,380.0,10.0,-20.0
96,96000,1000,29.0,0.856,50.162,38015.0,37770.0,6400.0,245.0,0.34,44.828,130.0,160.0,50.0,-30.0
97,97000,1000,66.0,0.858,50.248,38570.0,38190.0,6460.0,380.0,1.035,56.923,555.0,420.0,60.0,135.0
98,98000,1000,63.0,0.859,50.242,39005.0,38630.0,6570.0,375.0,0.985,49.714,435.0,440.0,110.0,-5.0
99,99000,1000,27.0,0.854,50.221,39185.0,38840.0,6570.0,345.0,0.39,46.154,180.0,210.0,0.0,-30.0
100,100000,1000,61.0,0.855,50.295,39645.0,39180.0,6650.0,465.0,0.88,57.5,460.0,340.0,80.0,120.0
